text,character
"You are a catch. You're gonna make some girl very happy, and I am going to help you find her.",Robin
"Well, good luck. I mean maybe New York's just too big a town, you know? There's millions of people in this city. How in all this mess is a guy supposed to find the love of his life? I mean, where do you even begin?",Ted
"Hi, Have you met Ted?",Robin
"Hi, I'm Ted ",Ted
"So there was this one night, before I met your mother when I really wanted to go to the bar.",Narrator
The bar? Big surprise!,Son
You sure spend a lot of time in bars...,Daughter
Well that's just what we did back then.,Narrator
Me.,Narrator
Marshall and Lily.,Narrator
Barney,Narrator
We all used to hang out at this one bar called MacLaren's.,Narrator
But then one night.,Narrator
Why don't we go to MacLaren's?,Ted
Let's go to MacLaren's.,Lily
You guys talking to each other? Nobody's listening.,Marshall
What's wrong with MacLaren's?,Ted
"MacLaren's is bore, snore. Ted, tonight we're going to go out. We're going to meet some ladies. It's going to be legendary. Phone-five! ",Barney
I had no idea why I hung out with Barney.,Narrator
"You didn't phone-five did you? I know when you don't phone-five, Ted. Come on, we always go to MacLaren's.",Barney
"Yeah, cause MacLaren's is fun...",Ted
MacLaren's is this much fun. What I'm offering is the chance to have this much fun.,Barney
"See, you say that. You say it's going to be this much fun. But most of the time it ends up being this much fun. This much fun is good! It's safe. It's guaranteed!",Ted
"This hand gesture thing doesn't really work on the phone, does it?",Barney
No it doesn't.,Ted
Get in the cab. Marshall you too.,Barney
"Oh, I wish I could... I think Lily and I are just goi...",Marshall
I understand.  Get in the cab.,Barney
Why can Marshall say no?,Ted
Uhh... because he's getting laid.,Barney
Consistently.,Marshall
"Ted, Ted, Ted. Right here. You keep going to the same bar, you're in a rut and I am a rut buster. I'm going to bust your rut .",Barney
"It's not a rut, okay. It's a routine and I like it!",Ted
"Ted, what's the first syllable in rutting  Peace out, suckers. ",Barney
"Alright, so what's this legendary plan.",Ted
First we got to pick someone up at the airport.,Barney
"Okay, I'm outta here.",Ted
"Estaban, doors! ",Barney
Just this one little thing and the rest of the night is ours.,Barney
"Why do you have those suitcases, and who are we picking up?",Ted
I don't know. Maybe her? Or her.,Barney
Wait so when you said you were going to pick someone up at the airport. You meant you were going to pick someone up at the airport.,Ted
"Scenario. Couple of girls fly into town, looking for a fun weekend in NYC when they meet two handsome international business men just back from a lucrative trip to Japan. Sample dialogue, You have a wheelie bag? Wh... I have a wheelie bag!",Barney
You've gotta be kidding me.,Ted
"False. Sidebar, tuck in your shirt. You look sketchy.",Barney
I'm sketchy?,Ted
"Trust me, it's going to be legendary.",Barney
"Don't say legendary, okay? You're too liberal with the word legendary.",Ted
We're building an igloo in Central Park. It's gonna be legendary. Snow suit up!,Barney
"Ted, Ted, Ted. Right here! This is happening. Now you can either put your bags on the carousel now, or you can listen to me give you a really long speech convincing you to put the bags on the carousel. Your move.  Ted, since the dawn of time mankind has struggled... ",Barney
"That night, Marshall had a ton of studying to do. So Lily went out with Robin who was new to New York and looking for a friend.",Narrator
I'm so glad we finally get to hang out just the two of us!,Lily
Yeah.,Robin
You sure you're okay giving up your Friday night to hang with an old almost-married lady?,Lily
"Oh please, I'm so sick of the meet-market scene. Guys are like a subway. You miss one, another one comes along in five minutes.",Robin
"Unless it's the end of the night, then you get on anything.",Lily
Heyow!,Robin
Compliments of that guy.,Carl
Really? Sweet.,Lily
"Oh, for you it's six dollars.",Carl
I guess that's one drawback to being engaged. I'm sure that's why he didn't...,Lily
"Oh. Oh, hello!",Lily
"So...uh, did you just get in from Detroit?  Japan. ",Ted
"Okay, carousel four is tapped out. Ready? Because I'm about to drop some knowledge. Cute girls are not from Buffalo. Time-out. Ten o'clock. You ready to rock this, Tedder?",Barney
"Alright, um, I think we need to refine our back-story first. How did we...",Ted
"Ted, you klutzy, great guy, you!  Hey, Barney. ",Barney
"Oh, my god.  Are you okay?",Laura
I... I'm so sorry.,Ted
"It's fine, oh, you were a little shaky on your landing. I'd give you a 9.2. ",Laura
"So, hi... I'm Ted.",Ted
Laura.  Look I'm really sorry that we have to hit and run but we've got a plane to catch. ,Laura
"Oh, where're you headed?",Ted
Philadelphia.,Laura
Philly? That's where we're headed!,Barney
You are? Well...uh...guess we'll see you on the plane.,Laura
"Yes, you will.  Follow them, tickets on me.",Barney
"No, Barney. Don't you get on that escalator! And don't you dare get on that subsequent escalator!",Ted
Studyin' law. Making a responsible choice for my future... on a Friday Night. Bein' a lawyer had better be awesome.,Marshall
"What's up, Ted?",Marshall
Are you alright?,Ted
Yeah.,Marshall
"Hey, guess where I am? I'm on a... ready? Plane to... ready?...Philadelphia.",Ted
That is awesome.,Marshall
"Hey, is that Marshall?  Marshall, stop whatever you're doing, get in that hoopty-ass Vierro of yours and come meet us in Philly. It's going to be legendary.",Barney
"Man, I wish I could, guys, but...",Marshall
"Yeah, yeah, yeah... I sent you some pictures on my phone, check it.  Philly!  Admit it, you're having fun. This much fun. Thirty-five thousand feet of fun!",Barney
"Well I didn't think we'd be on a flying to Philadelphia when I woke up this morning, I'll give you that.",Ted
Let's go talk to those girls.,Barney
"Whoa, whoa, whoa, the seatbelt light is on.",Ted
"Ted, you've been living your whole life in a seatbelt. It's time to unclick. ",Barney
"Yeah, sorry, sorry.",Barney
So I grew up in Park Slope.,Lily
"Oh, I love Park Slope. When did you move to Manhattan?",Robin
"Uh, no she is. ",Robin
"Yeah, I'm a ghost! Died fifteen years ago, like that pickup line.",Robin
Heyow.,Lily
"God, I'm so sorry.",Robin
"Oh, believe me I've been there. I have this line that I use when guys come  Check it out.",Lily
"You take this one, I'll save it for the next one.",Lily
So what brings you guys to Philly?,Ted
We're visiting our boyfriends.,Laura
I think Chris is going to propose this weekend!,Tatiana
Isn't that great.,Laura
So great.,Ted
"So there we were, stuck on a plane to Philadelphia with two very unsingle girls. All thanks to your Uncle Barney.",Narrator
Aren't they cute? They're both linebackers for the Eagles.,Laura
Both?  Both of their boyfriends are linebackers.,Ted
You're going to Philly? Why...,Lily
I...I didn't ask.,Marshall
Well it sounds like you're having a lot more fun than I am. I'm just talking to guys' backs while they hit on Robin.,Lily
"Ouff, yeah... I bet she gets that a lot.",Marshall
Don't you bet I get that a lot?,Lily
"Not with a ring on your finger. I mean, you know, guys see the ring and it's like Cha-Chung! Marshall parking only.",Marshall
"Oh, of course, that's it the ring! I guess I'm not used to it yet.",Lily
"Oh, it's totally the ring. If you took that ring off your finger, you'd have a ton o' guys crowding around your junk.",Marshall
I'm not going to take off my ring! Wouldn't you be jealous of guys swarming all over my beeswax?,Lily
"Oh yeah, you know me, I'm the jealous type. Any groom so much as look at you, I'm a sack him in the kisser, no seriously, you girls have a good time tonight. ",Mashall
Bye.,Lily
"Robin! Robin.  Hey, I'm over here.",Lily
G-g-g-going to Philly!,Marshall
"Marshall, don't come to Philly.",Ted
But we're on an adventure!,Marshall
"We're on a Tarmac in Philadelphia, crazy adventure.",Ted
Fine! ,Marshall
"No! No! The night is just started. Look, airport bar. Flight attendants! They'll get your tray table at its full upright position. Say what? ",Barney
"Barney, I am going to k*ll you.",Ted
"Don't say you're going to k*ll someone in front of airport security, not cool.  Not cool.",Barney
This is an outrage. We are international businessmen on an international business trip. I demand you release us immediately.,Barney
"You demand!? No, no, no, no, no... he does not demand. We... we... we have no demands!",Ted
"Okay, yeah. I'm calm... I'm totally calm.",Ted
Those bags were your responsibility.,Barney
They were your bags.,Ted
"Look, this is all just... it's a misunderstanding.",Ted
Please.  We are international businessmen. My colleague accidentally left the bags there now please let us go before we miss our international business meeting.,Barney
"Believe it or not, that duff bag thing worked.",Barney
"Truth is, my friend... he does this thing where he goes to airports with fake luggage to pick up girls and we followed some here to Philadelphia. That's it! That's all this is!",Ted
"Yes, he's that lame. Tell them you're that lame!",Ted
We are international businessmen...,Barney
OH COME ON!,Ted
"Dude, seriously, relax.",Barney
We at least get to call our lawyer.,Ted
Exactly!  We have a lawyer?,Barney
"Listen to me, you're both American citizens. Don't let them pull any patriot-act voodoo. You both retain the right to refuse to answer any questions without an attorney present so don't say anything until I get there, alright? Okay, goodbye  To Philly! The adventure continues! Destroy!",Marshall
"It's ridiculous in here, why don't we go somewhere else?",Robin
"No, this place is great ",Lily
What are you doing?,Robin
What?,Lily
With your lips and everything...?,Robin
My lips are always like this ,Lily
You had to play the race card.,Ted
"Relax, Ted. We didn't do anything wrong. And, B.T.W, we'd be out of here by now if you'd have tucked in your shirt. ",Barney
Don't come to Philly.,Ted
"Man, I'm almost half way there!",Marshall
"Yeah, we just got released and we're heading back on the next flight. Meet us at MacLaren's maybe we can still make last call.",Ted
Can't we just... just...,Marshall
"No, we can't just... we're going home!",Ted
We're going to Sascha's?,Barney
Who the hell is Sascha?,Ted
Sascha.  She's having friends over for drinks at her house. It's goanna be legen... wait for it...and I hope you're not lactose intolerant 'cuz the second half of that word is... dairy.,Barney
No.,Ted
Legendary!,Barney
"Legendary, that sounds awesome!",Marshall
"No, Marshall, we're going back.",Ted
Fine.  Hold on I have another call.  Hello.,Marshall
"Marshall, we're going to Sascha's!",Barney
"No, we're not.",Ted
"Ted, Ted, Ted.  Yes, we are.",Barney
"Sorry, Buddy, two against one. ",Marshall
"Ooh, look a booth opened up.",Robin
Really.,Lily
"Yeah, I thought we could finally go talk, and you're not listening to me, so I'm going to walk away. ",Robin
"Yeah, yeah...booth ",Lily
Hey.,Derrick
"Hey.  I'm engaged, sorry.  I took my ring off! It's very, very sweet of you to come over and talk to me, but I... just...",Lily
"Yeah, I'm gay. Just came over to let you know that you sat on a grape. ",Derrick
"Oh, damn it! ",Lily
"So, Barney and I hit the town. Philadelphia, PA. Our first and only stop... Sascha's party.",Narrator
"So, uh... you're Sascha's friends, huh?",Barney
You know it.,Dana
"You guys, keep the volume down. You're goanna wake my grandpa. Who wants hard lemonade? ",Sascha
Philly!,Barney
Shh!,Sascha
Philly!,Barney
"Back at the bar, the girls night out wasn't going as Robin had hoped. ",Narrator
Lily's phone.,Robin
Robin! Uh... Where's Lily,Marshall
She's uh...,Robin
"Is she talking to some hot guy? Oh, you can tell me. It's totally cool. It was my idea! Hell, I told her she could take the ring off.",Marshall
"Really? Well I thought it was kinda weird, but if you're cool with it. Yeah. It's off and she's talking to some guy. Do you want me to go over and...",Robin
